,statement,label
3035,"Who are the authors of ""Impact detections of temporarily captured natural satellites""?
These people are authors: Chong You, Chun-Guang Li, Daniel P. Robinson, Rene Vidal",0
3036,"Who are the authors of ""Joint Beamforming and Broadcasting in Massive MIMO""?
These people are authors: Erik G. Larsson and H. Vincent Poor",1
3037,"Who are the authors of ""Joint Beamforming and Broadcasting in Massive MIMO""?
These people are not authors: Erik G. Larsson and H. Vincent Poor",0
3038,"Who are the authors of ""Joint Beamforming and Broadcasting in Massive MIMO""?
These people are not authors: Thomas G. Wong, Pascal Philipp",1
3039,"Who are the authors of ""Joint Beamforming and Broadcasting in Massive MIMO""?
These people are authors: Thomas G. Wong, Pascal Philipp",0
3040,"Who are the authors of ""A note on many valued quantum computational logics""?
These people are authors: Giuseppe Sergioli, Antonio Ledda",1
3041,"Who are the authors of ""A note on many valued quantum computational logics""?
These people are not authors: Giuseppe Sergioli, Antonio Ledda",0
3042,"Who are the authors of ""A note on many valued quantum computational logics""?
These people are not authors: Sergey Foss, Alexander Stolyar",1
3043,"Who are the authors of ""A note on many valued quantum computational logics""?
These people are authors: Sergey Foss, Alexander Stolyar",0
3044,"Who are the authors of ""Single-shot optical readout of a quantum bit using cavity quantum electrodynamics""?
These people are authors: Shuo Sun and Edo Waks",1
3045,"Who are the authors of ""Single-shot optical readout of a quantum bit using cavity quantum electrodynamics""?
These people are not authors: Shuo Sun and Edo Waks",0
3046,"Who are the authors of ""Single-shot optical readout of a quantum bit using cavity quantum electrodynamics""?
These people are not authors: Jan Humplik, Ga\v{s}per Tka\v{c}ik",1
3047,"Who are the authors of ""Single-shot optical readout of a quantum bit using cavity quantum electrodynamics""?
These people are authors: Jan Humplik, Ga\v{s}per Tka\v{c}ik",0
3048,"Who are the authors of ""Nonlocal Nambu-Jona-Lasinio model and chiral chemical potential""?
These people are authors: Marco Frasca",1
3049,"Who are the authors of ""Nonlocal Nambu-Jona-Lasinio model and chiral chemical potential""?
These people are not authors: Marco Frasca",0
3050,"Who are the authors of ""Nonlocal Nambu-Jona-Lasinio model and chiral chemical potential""?
These people are not authors: Zeinab Khorrami, Farrokh Vakili and Olivier Chesneau",1
3051,"Who are the authors of ""Nonlocal Nambu-Jona-Lasinio model and chiral chemical potential""?
These people are authors: Zeinab Khorrami, Farrokh Vakili and Olivier Chesneau",0
3052,"Who are the authors of ""Dividend maximization in a hidden Markov switching model""?
These people are authors: Michaela Sz\""olgyenyi",1
3053,"Who are the authors of ""Dividend maximization in a hidden Markov switching model""?
These people are not authors: Michaela Sz\""olgyenyi",0
3054,"Who are the authors of ""Dividend maximization in a hidden Markov switching model""?
These people are not authors: Jeffrey Hatley",1
3055,"Who are the authors of ""Dividend maximization in a hidden Markov switching model""?
These people are authors: Jeffrey Hatley",0
3056,"Who are the authors of ""Listen-and-Talk: Protocol Design and Analysis for Full-duplex Cognitive Radio Networks""?
These people are authors: Yun Liao, Tianyu Wang, Lingyang Song, and Zhu Han",1
3057,"Who are the authors of ""Listen-and-Talk: Protocol Design and Analysis for Full-duplex Cognitive Radio Networks""?
These people are not authors: Yun Liao, Tianyu Wang, Lingyang Song, and Zhu Han",0
3058,"Who are the authors of ""Listen-and-Talk: Protocol Design and Analysis for Full-duplex Cognitive Radio Networks""?
These people are not authors: C. Q. Xu, X. Z. Xing, Xiaofeng Xu, L. Q. Che, Bin Chen, Xin Lu, Jianhui Dai, Z. X. Shi",1
3059,"Who are the authors of ""Listen-and-Talk: Protocol Design and Analysis for Full-duplex Cognitive Radio Networks""?
These people are authors: C. Q. Xu, X. Z. Xing, Xiaofeng Xu, L. Q. Che, Bin Chen, Xin Lu, Jianhui Dai, Z. X. Shi",0
3060,"Who are the authors of ""Perturbative Interpretation of Adaptive Thouless-Anderson-Palmer Free Energy""?
These people are authors: Muneki Yasuda and Chako Takahashi and Kazuyuki Tanaka",1
3061,"Who are the authors of ""Perturbative Interpretation of Adaptive Thouless-Anderson-Palmer Free Energy""?
These people are not authors: Muneki Yasuda and Chako Takahashi and Kazuyuki Tanaka",0
3062,"Who are the authors of ""Perturbative Interpretation of Adaptive Thouless-Anderson-Palmer Free Energy""?
These people are not authors: L. Ardaravi\v{c}ius, J. Liberis, M. Ramonas, E. \v{S}ermuk\v{s}nis, A. Matulionis, M. Toporkov, V. Avrutin, \""U. \""Ozg\""ur, H. Morko\c{c}",1
3063,"Who are the authors of ""Perturbative Interpretation of Adaptive Thouless-Anderson-Palmer Free Energy""?
These people are authors: L. Ardaravi\v{c}ius, J. Liberis, M. Ramonas, E. \v{S}ermuk\v{s}nis, A. Matulionis, M. Toporkov, V. Avrutin, \""U. \""Ozg\""ur, H. Morko\c{c}",0
3064,"Who are the authors of ""Almost gentle algebras and their trivial extensions""?
These people are authors: Edward L. Green and Sibylle Schroll",1
3065,"Who are the authors of ""Almost gentle algebras and their trivial extensions""?
These people are not authors: Edward L. Green and Sibylle Schroll",0
3066,"Who are the authors of ""Almost gentle algebras and their trivial extensions""?
These people are not authors: Philip Johnson-Freyd (University of Oregon), Paul Downen (University of Oregon), Zena M. Ariola (University of Oregon)",1
3067,"Who are the authors of ""Almost gentle algebras and their trivial extensions""?
These people are authors: Philip Johnson-Freyd (University of Oregon), Paul Downen (University of Oregon), Zena M. Ariola (University of Oregon)",0
3068,"Who are the authors of ""Subsampling for Graph Power Spectrum Estimation""?
These people are authors: Sundeep Prabhakar Chepuri and Geert Leus",1
3069,"Who are the authors of ""Subsampling for Graph Power Spectrum Estimation""?
These people are not authors: Sundeep Prabhakar Chepuri and Geert Leus",0
3070,"Who are the authors of ""Subsampling for Graph Power Spectrum Estimation""?
These people are not authors: Cameron J. Browne",1
3071,"Who are the authors of ""Subsampling for Graph Power Spectrum Estimation""?
These people are authors: Cameron J. Browne",0
3072,"Who are the authors of ""Constructive method for detecting the information backflow of bijective non-completely-positive-divisible dynamics""?
These people are authors: Bogna Bylicka, Markus Johansson, and Antonio Acin",1
3073,"Who are the authors of ""Constructive method for detecting the information backflow of bijective non-completely-positive-divisible dynamics""?
These people are not authors: Bogna Bylicka, Markus Johansson, and Antonio Acin",0
3074,"Who are the authors of ""Constructive method for detecting the information backflow of bijective non-completely-positive-divisible dynamics""?
These people are not authors: Y. J. Hou, T. Li and J. Zhang",1
3075,"Who are the authors of ""Constructive method for detecting the information backflow of bijective non-completely-positive-divisible dynamics""?
These people are authors: Y. J. Hou, T. Li and J. Zhang",0
3076,"Who are the authors of ""Entropy production from chaoticity in Yang-Mills field theory with use of the Husimi function""?
These people are authors: Hidekazu Tsukiji, Hideaki Iida, Teiji Kunihiro, Akira Ohnishi and Toru T. Takahashi",1
3077,"Who are the authors of ""Entropy production from chaoticity in Yang-Mills field theory with use of the Husimi function""?
These people are not authors: Hidekazu Tsukiji, Hideaki Iida, Teiji Kunihiro, Akira Ohnishi and Toru T. Takahashi",0
3078,"Who are the authors of ""Entropy production from chaoticity in Yang-Mills field theory with use of the Husimi function""?
These people are not authors: Eric Naslund, William F. Sawin",1
3079,"Who are the authors of ""Entropy production from chaoticity in Yang-Mills field theory with use of the Husimi function""?
These people are authors: Eric Naslund, William F. Sawin",0
3080,"Who are the authors of ""Physics of a toy geyser""?
These people are authors: Martin Brandenbourger, St\'ephane Dorbolo, Baptiste Darbois Texier",1
3081,"Who are the authors of ""Physics of a toy geyser""?
These people are not authors: Martin Brandenbourger, St\'ephane Dorbolo, Baptiste Darbois Texier",0
3082,"Who are the authors of ""Physics of a toy geyser""?
These people are not authors: Rune Harder Bak",1
3083,"Who are the authors of ""Physics of a toy geyser""?
These people are authors: Rune Harder Bak",0
3084,"Who are the authors of ""Inequalities for finite trigonometric sums. An interplay: with some series related to Harmonic numbers""?
These people are authors: Omran Kouba",1
3085,"Who are the authors of ""Inequalities for finite trigonometric sums. An interplay: with some series related to Harmonic numbers""?
These people are not authors: Omran Kouba",0
3086,"Who are the authors of ""Inequalities for finite trigonometric sums. An interplay: with some series related to Harmonic numbers""?
These people are not authors: Matthias C. Bott, Joseph M. Brader",1
3087,"Who are the authors of ""Inequalities for finite trigonometric sums. An interplay: with some series related to Harmonic numbers""?
These people are authors: Matthias C. Bott, Joseph M. Brader",0
3088,"Who are the authors of ""Stability of travelling waves in a Wolbachia invasion""?
These people are authors: Matthew H. Chan, Peter S. Kim, Robert Marangell",1
3089,"Who are the authors of ""Stability of travelling waves in a Wolbachia invasion""?
These people are not authors: Matthew H. Chan, Peter S. Kim, Robert Marangell",0
3090,"Who are the authors of ""Stability of travelling waves in a Wolbachia invasion""?
These people are not authors: Chengtao Li, Stefanie Jegelka, Suvrit Sra",1
3091,"Who are the authors of ""Stability of travelling waves in a Wolbachia invasion""?
These people are authors: Chengtao Li, Stefanie Jegelka, Suvrit Sra",0
3092,"Who are the authors of ""Elastic vector and axial scattering of weakly interacting particles off nuclei""?
These people are authors: O. Moreno, T. W. Donnelly",1
3093,"Who are the authors of ""Elastic vector and axial scattering of weakly interacting particles off nuclei""?
These people are not authors: O. Moreno, T. W. Donnelly",0
3094,"Who are the authors of ""Elastic vector and axial scattering of weakly interacting particles off nuclei""?
These people are not authors: Jean-Francois Rupprecht, Ariadna Martinez-Marrades, Rishita Changede, Gilles Tessier",1
3095,"Who are the authors of ""Elastic vector and axial scattering of weakly interacting particles off nuclei""?
These people are authors: Jean-Francois Rupprecht, Ariadna Martinez-Marrades, Rishita Changede, Gilles Tessier",0
3096,"Who are the authors of ""Improving the Single Scalar Consistency Relation""?
These people are authors: D. J. Brooker (U. Florida), N. C. Tsamis (U. Crete) and R. P. Woodard (U. Florida)",1
3097,"Who are the authors of ""Improving the Single Scalar Consistency Relation""?
These people are not authors: D. J. Brooker (U. Florida), N. C. Tsamis (U. Crete) and R. P. Woodard (U. Florida)",0
3098,"Who are the authors of ""Improving the Single Scalar Consistency Relation""?
These people are not authors: Fariborz Taherkhani",1
3099,"Who are the authors of ""Improving the Single Scalar Consistency Relation""?
These people are authors: Fariborz Taherkhani",0
3100,"Who are the authors of ""Covariantized Matrix theory for D-particles""?
These people are authors: Tamiaki Yoneya",1
3101,"Who are the authors of ""Covariantized Matrix theory for D-particles""?
These people are not authors: Tamiaki Yoneya",0
3102,"Who are the authors of ""Covariantized Matrix theory for D-particles""?
These people are not authors: Sihai Dave Zhao",1
3103,"Who are the authors of ""Covariantized Matrix theory for D-particles""?
These people are authors: Sihai Dave Zhao",0
3104,"Who are the authors of ""Learning Representations for Automatic Colorization""?
These people are authors: Gustav Larsson, Michael Maire, Gregory Shakhnarovich",1
3105,"Who are the authors of ""Learning Representations for Automatic Colorization""?
These people are not authors: Gustav Larsson, Michael Maire, Gregory Shakhnarovich",0
3106,"Who are the authors of ""Learning Representations for Automatic Colorization""?
These people are not authors: Manfred Sauter",1
3107,"Who are the authors of ""Learning Representations for Automatic Colorization""?
These people are authors: Manfred Sauter",0
3108,"Who are the authors of ""Summaries for Context-Free Games""?
These people are authors: Luk\'a\v{s} Hol\'ik and Roland Meyer and Sebastian Muskalla",1
3109,"Who are the authors of ""Summaries for Context-Free Games""?
These people are not authors: Luk\'a\v{s} Hol\'ik and Roland Meyer and Sebastian Muskalla",0
3110,"Who are the authors of ""Summaries for Context-Free Games""?
These people are not authors: J. Dyks, M. Serylak, S. Oslowski, L. Saha, L. Guillemot, I. Cognard and B. Rudak",1
3111,"Who are the authors of ""Summaries for Context-Free Games""?
These people are authors: J. Dyks, M. Serylak, S. Oslowski, L. Saha, L. Guillemot, I. Cognard and B. Rudak",0
3112,"Who are the authors of ""Dynamics Resonances in Atomic States of Astrophysical Relevance""?
These people are authors: K.N. Arefieff, K. Miculis, N.N. Bezuglov, M.S. Dimitrijevic, A.N. Klyucharev, A.A. Mihajlov, V.A. Sreckovic",1
3113,"Who are the authors of ""Dynamics Resonances in Atomic States of Astrophysical Relevance""?
These people are not authors: K.N. Arefieff, K. Miculis, N.N. Bezuglov, M.S. Dimitrijevic, A.N. Klyucharev, A.A. Mihajlov, V.A. Sreckovic",0
3114,"Who are the authors of ""Dynamics Resonances in Atomic States of Astrophysical Relevance""?
These people are not authors: Kavita Ramanan, Mykhaylo Shkolnikov",1
3115,"Who are the authors of ""Dynamics Resonances in Atomic States of Astrophysical Relevance""?
These people are authors: Kavita Ramanan, Mykhaylo Shkolnikov",0
3116,"Who are the authors of ""Direct Observation of the Skyrmion Hall Effect""?
These people are authors: Wanjun Jiang, Xichao Zhang, Guoqiang Yu, Wei Zhang, M. Benjamin Jungfleisch, John E. Pearson, Olle Heinonen, Kang L. Wang, Yan Zhou, Axel Hoffmann, and Suzanne G. E. te Velthuis",1
3117,"Who are the authors of ""Direct Observation of the Skyrmion Hall Effect""?
These people are not authors: Wanjun Jiang, Xichao Zhang, Guoqiang Yu, Wei Zhang, M. Benjamin Jungfleisch, John E. Pearson, Olle Heinonen, Kang L. Wang, Yan Zhou, Axel Hoffmann, and Suzanne G. E. te Velthuis",0
3118,"Who are the authors of ""Direct Observation of the Skyrmion Hall Effect""?
These people are not authors: Osvaldo Skliar, Ricardo E. Monge, Sherry Gapper",1
3119,"Who are the authors of ""Direct Observation of the Skyrmion Hall Effect""?
These people are authors: Osvaldo Skliar, Ricardo E. Monge, Sherry Gapper",0
3120,"Who are the authors of ""Reasoning About Pragmatics with Neural Listeners and Speakers""?
These people are authors: Jacob Andreas and Dan Klein",1
3121,"Who are the authors of ""Reasoning About Pragmatics with Neural Listeners and Speakers""?
These people are not authors: Jacob Andreas and Dan Klein",0
3122,"Who are the authors of ""Reasoning About Pragmatics with Neural Listeners and Speakers""?
These people are not authors: Jo Devriendt, Bart Bogaerts, Maurice Bruynooghe, Marc Denecker",1
3123,"Who are the authors of ""Reasoning About Pragmatics with Neural Listeners and Speakers""?
These people are authors: Jo Devriendt, Bart Bogaerts, Maurice Bruynooghe, Marc Denecker",0
3124,"Who are the authors of ""Active Latitude Oscillations Observed on the Sun""?
These people are authors: A. Kilcik, V. Yurchyshyn, F. Clette, A. Ozguc, J.-P. Rozelot",1
3125,"Who are the authors of ""Active Latitude Oscillations Observed on the Sun""?
These people are not authors: A. Kilcik, V. Yurchyshyn, F. Clette, A. Ozguc, J.-P. Rozelot",0
3126,"Who are the authors of ""Active Latitude Oscillations Observed on the Sun""?
These people are not authors: Philip D. Gregory, Jesus Aldegunde, Jeremy M. Hutson, and Simon L. Cornish",1
3127,"Who are the authors of ""Active Latitude Oscillations Observed on the Sun""?
These people are authors: Philip D. Gregory, Jesus Aldegunde, Jeremy M. Hutson, and Simon L. Cornish",0
3128,"Who are the authors of ""Local property of maximal plurifinely plurisubharmonic functions""?
These people are authors: Nguyen Xuan Hong and Hoang Viet",1
3129,"Who are the authors of ""Local property of maximal plurifinely plurisubharmonic functions""?
These people are not authors: Nguyen Xuan Hong and Hoang Viet",0
3130,"Who are the authors of ""Local property of maximal plurifinely plurisubharmonic functions""?
These people are not authors: Christopher Pedder, Tobias Meng, Rakesh P. Tiwari, Thomas L. Schmidt",1
3131,"Who are the authors of ""Local property of maximal plurifinely plurisubharmonic functions""?
These people are authors: Christopher Pedder, Tobias Meng, Rakesh P. Tiwari, Thomas L. Schmidt",0
3132,"Who are the authors of ""The super-super exchange mechanism in iron-based antiperovskite chalco-halides""?
These people are authors: Kai Liu and Zhong-Yi Lu",1
3133,"Who are the authors of ""The super-super exchange mechanism in iron-based antiperovskite chalco-halides""?
These people are not authors: Kai Liu and Zhong-Yi Lu",0
3134,"Who are the authors of ""The super-super exchange mechanism in iron-based antiperovskite chalco-halides""?
These people are not authors: Weimin Sun",1
3135,"Who are the authors of ""The super-super exchange mechanism in iron-based antiperovskite chalco-halides""?
These people are authors: Weimin Sun",0
3136,"Who are the authors of ""Optimization of light yield by injection of the optical filler into the co extruded hole of plastic scintillation bar with WLS fiber in it""?
These people are authors: A. Artikov, V. Baranov, Yu. Budagov, D. Chokheli, Yu. Davydov, V. Glagolev, Yu. Kharzheev, V. Kolomoetz, A. Shalugin, A. Simonenko, V.Tereshchenko",1
3137,"Who are the authors of ""Optimization of light yield by injection of the optical filler into the co extruded hole of plastic scintillation bar with WLS fiber in it""?
These people are not authors: A. Artikov, V. Baranov, Yu. Budagov, D. Chokheli, Yu. Davydov, V. Glagolev, Yu. Kharzheev, V. Kolomoetz, A. Shalugin, A. Simonenko, V.Tereshchenko",0
3138,"Who are the authors of ""Optimization of light yield by injection of the optical filler into the co extruded hole of plastic scintillation bar with WLS fiber in it""?
These people are not authors: Lucas Ambrozio and Ivaldo Nunes",1
3139,"Who are the authors of ""Optimization of light yield by injection of the optical filler into the co extruded hole of plastic scintillation bar with WLS fiber in it""?
These people are authors: Lucas Ambrozio and Ivaldo Nunes",0
3140,"Who are the authors of ""Towards a Privacy Research Roadmap for the Computing Community""?
These people are authors: Lorrie Cranor, Tal Rabin, Vitaly Shmatikov, Salil Vadhan, and Daniel Weitzner",1
3141,"Who are the authors of ""Towards a Privacy Research Roadmap for the Computing Community""?
These people are not authors: Lorrie Cranor, Tal Rabin, Vitaly Shmatikov, Salil Vadhan, and Daniel Weitzner",0
3142,"Who are the authors of ""Towards a Privacy Research Roadmap for the Computing Community""?
These people are not authors: Claudio Arezzo, Alberto Della Vedova, Gabriele La Nave",1
3143,"Who are the authors of ""Towards a Privacy Research Roadmap for the Computing Community""?
These people are authors: Claudio Arezzo, Alberto Della Vedova, Gabriele La Nave",0
3144,"Who are the authors of ""The conormal torus is a complete knot invariant""?
These people are authors: Vivek Shende",1
3145,"Who are the authors of ""The conormal torus is a complete knot invariant""?
These people are not authors: Vivek Shende",0
3146,"Who are the authors of ""The conormal torus is a complete knot invariant""?
These people are not authors: Alessia Nota, Juan J.L. Vel\'azquez",1
3147,"Who are the authors of ""The conormal torus is a complete knot invariant""?
These people are authors: Alessia Nota, Juan J.L. Vel\'azquez",0
3148,"Who are the authors of ""Spatially Common Sparsity Based Adaptive Channel Estimation and Feedback for FDD Massive MIMO""?
These people are authors: Zhen Gao, Linglong Dai, Zhaocheng Wang, and Sheng Chen",1
3149,"Who are the authors of ""Spatially Common Sparsity Based Adaptive Channel Estimation and Feedback for FDD Massive MIMO""?
These people are not authors: Zhen Gao, Linglong Dai, Zhaocheng Wang, and Sheng Chen",0
3150,"Who are the authors of ""Spatially Common Sparsity Based Adaptive Channel Estimation and Feedback for FDD Massive MIMO""?
These people are not authors: Loris D'Antoni, Rishabh Singh, Michael Vaughn",1
3151,"Who are the authors of ""Spatially Common Sparsity Based Adaptive Channel Estimation and Feedback for FDD Massive MIMO""?
These people are authors: Loris D'Antoni, Rishabh Singh, Michael Vaughn",0
3152,"Who are the authors of ""Stable actions and central extensions""?
These people are authors: Yoshikata Kida",1
3153,"Who are the authors of ""Stable actions and central extensions""?
These people are not authors: Yoshikata Kida",0
3154,"Who are the authors of ""Stable actions and central extensions""?
These people are not authors: Akshay Agarwal, Chung-Soo Kim, Richard Hobbs, Dirk van Dyck, Karl K. Berggren",1
3155,"Who are the authors of ""Stable actions and central extensions""?
These people are authors: Akshay Agarwal, Chung-Soo Kim, Richard Hobbs, Dirk van Dyck, Karl K. Berggren",0
3156,"Who are the authors of ""Forecasting Volatility in Indian Stock Market using Artificial Neural Network with Multiple Inputs and Outputs""?
These people are authors: Tamal Datta Chaudhuri and Indranil Ghosh",1
3157,"Who are the authors of ""Forecasting Volatility in Indian Stock Market using Artificial Neural Network with Multiple Inputs and Outputs""?
These people are not authors: Tamal Datta Chaudhuri and Indranil Ghosh",0
3158,"Who are the authors of ""Forecasting Volatility in Indian Stock Market using Artificial Neural Network with Multiple Inputs and Outputs""?
These people are not authors: Arunima Ray and Daniel Ruberman",1
3159,"Who are the authors of ""Forecasting Volatility in Indian Stock Market using Artificial Neural Network with Multiple Inputs and Outputs""?
These people are authors: Arunima Ray and Daniel Ruberman",0
3160,"Who are the authors of ""Pseudorapidity dependence of long-range two-particle correlations in pPb collisions at sqrt(s[NN]) = 5.02 TeV""?
These people are authors: CMS Collaboration",1
3161,"Who are the authors of ""Pseudorapidity dependence of long-range two-particle correlations in pPb collisions at sqrt(s[NN]) = 5.02 TeV""?
These people are not authors: CMS Collaboration",0
3162,"Who are the authors of ""Pseudorapidity dependence of long-range two-particle correlations in pPb collisions at sqrt(s[NN]) = 5.02 TeV""?
These people are not authors: Jayashree Nagesh, Michael J. Frisch, Paul Brumer, and Artur F. Izmaylov",1
3163,"Who are the authors of ""Pseudorapidity dependence of long-range two-particle correlations in pPb collisions at sqrt(s[NN]) = 5.02 TeV""?
These people are authors: Jayashree Nagesh, Michael J. Frisch, Paul Brumer, and Artur F. Izmaylov",0
3164,"Who are the authors of ""Labeled Multi-Bernoulli Tracking for Industrial Mobile Platform Safety""?
These people are authors: Tharindu Rathnayake, Reza Hoseinnezhad, Ruwan Tennakoon and Alireza Bab-Hadiashar",1
3165,"Who are the authors of ""Labeled Multi-Bernoulli Tracking for Industrial Mobile Platform Safety""?
These people are not authors: Tharindu Rathnayake, Reza Hoseinnezhad, Ruwan Tennakoon and Alireza Bab-Hadiashar",0
3166,"Who are the authors of ""Labeled Multi-Bernoulli Tracking for Industrial Mobile Platform Safety""?
These people are not authors: Tadeusz Balaban, Joel Feldman, Horst Kn\""orrer, Eugene Trubowitz",1
3167,"Who are the authors of ""Labeled Multi-Bernoulli Tracking for Industrial Mobile Platform Safety""?
These people are authors: Tadeusz Balaban, Joel Feldman, Horst Kn\""orrer, Eugene Trubowitz",0
3168,"Who are the authors of ""Revisiting the Contributions of Supernova and Hypernova Remnants to the Diffuse High-Energy Backgrounds: Constraints on Very-High-Redshift Injections""?
These people are authors: Di Xiao, Peter M\'esz\'aros, Kohta Murase, Zi-gao Dai",1
3169,"Who are the authors of ""Revisiting the Contributions of Supernova and Hypernova Remnants to the Diffuse High-Energy Backgrounds: Constraints on Very-High-Redshift Injections""?
These people are not authors: Di Xiao, Peter M\'esz\'aros, Kohta Murase, Zi-gao Dai",0
3170,"Who are the authors of ""Revisiting the Contributions of Supernova and Hypernova Remnants to the Diffuse High-Energy Backgrounds: Constraints on Very-High-Redshift Injections""?
These people are not authors: Valeri P. Frolov",1
3171,"Who are the authors of ""Revisiting the Contributions of Supernova and Hypernova Remnants to the Diffuse High-Energy Backgrounds: Constraints on Very-High-Redshift Injections""?
These people are authors: Valeri P. Frolov",0
3172,"Who are the authors of ""Combining complex networks and data mining: why and how""?
These people are authors: M. Zanin, D. Papo, P. A. Sousa, E. Menasalvas, A. Nicchi, E. Kubik, S. Boccaletti",1
3173,"Who are the authors of ""Combining complex networks and data mining: why and how""?
These people are not authors: M. Zanin, D. Papo, P. A. Sousa, E. Menasalvas, A. Nicchi, E. Kubik, S. Boccaletti",0
3174,"Who are the authors of ""Combining complex networks and data mining: why and how""?
These people are not authors: Mohammad Malekjani, Spyros Basilakos and Neda Heidari",1
3175,"Who are the authors of ""Combining complex networks and data mining: why and how""?
These people are authors: Mohammad Malekjani, Spyros Basilakos and Neda Heidari",0
3176,"Who are the authors of ""Confinement of Vibrational Modes in Nanocrystalline Silicon""?
These people are authors: Luigi Bagolini, Alessandro Mattoni and Mark T. Lusk",1
3177,"Who are the authors of ""Confinement of Vibrational Modes in Nanocrystalline Silicon""?
These people are not authors: Luigi Bagolini, Alessandro Mattoni and Mark T. Lusk",0
3178,"Who are the authors of ""Confinement of Vibrational Modes in Nanocrystalline Silicon""?
These people are not authors: T. Mariz, J. R. Nascimento, A. Yu. Petrov",1
3179,"Who are the authors of ""Confinement of Vibrational Modes in Nanocrystalline Silicon""?
These people are authors: T. Mariz, J. R. Nascimento, A. Yu. Petrov",0
3180,"Who are the authors of ""Enhancing semantic expressivity in the cultural heritage domain: exposing the Zeri Photo Archive as Linked Open Data""?
These people are authors: Marilena Daquino, Francesca Mambelli, Silvio Peroni, Francesca Tomasi, Fabio Vitali",1
3181,"Who are the authors of ""Enhancing semantic expressivity in the cultural heritage domain: exposing the Zeri Photo Archive as Linked Open Data""?
These people are not authors: Marilena Daquino, Francesca Mambelli, Silvio Peroni, Francesca Tomasi, Fabio Vitali",0
3182,"Who are the authors of ""Enhancing semantic expressivity in the cultural heritage domain: exposing the Zeri Photo Archive as Linked Open Data""?
These people are not authors: Tao Chen, Rami Bahsoon, Xin Yao",1
3183,"Who are the authors of ""Enhancing semantic expressivity in the cultural heritage domain: exposing the Zeri Photo Archive as Linked Open Data""?
These people are authors: Tao Chen, Rami Bahsoon, Xin Yao",0
3184,"Who are the authors of ""$f$-mode interaction with models of sunspot : near-field scattering and multi-frequency effects""?
These people are authors: Khalil Daiffallah",1
3185,"Who are the authors of ""$f$-mode interaction with models of sunspot : near-field scattering and multi-frequency effects""?
These people are not authors: Khalil Daiffallah",0
3186,"Who are the authors of ""$f$-mode interaction with models of sunspot : near-field scattering and multi-frequency effects""?
These people are not authors: Lei Wang, Yin Liu",1
3187,"Who are the authors of ""$f$-mode interaction with models of sunspot : near-field scattering and multi-frequency effects""?
These people are authors: Lei Wang, Yin Liu",0
3188,"Who are the authors of ""Unconstrained Still/Video-Based Face Verification with Deep Convolutional Neural Networks""?
These people are authors: Jun-Cheng Chen, Rajeev Ranjan, Swami Sankaranarayanan, Amit Kumar, Ching-Hui Chen, Vishal M. Patel, Carlos D. Castillo, Rama Chellappa",1
3189,"Who are the authors of ""Unconstrained Still/Video-Based Face Verification with Deep Convolutional Neural Networks""?
These people are not authors: Jun-Cheng Chen, Rajeev Ranjan, Swami Sankaranarayanan, Amit Kumar, Ching-Hui Chen, Vishal M. Patel, Carlos D. Castillo, Rama Chellappa",0
3190,"Who are the authors of ""Unconstrained Still/Video-Based Face Verification with Deep Convolutional Neural Networks""?
These people are not authors: Alexey Pokrovskiy",1
3191,"Who are the authors of ""Unconstrained Still/Video-Based Face Verification with Deep Convolutional Neural Networks""?
These people are authors: Alexey Pokrovskiy",0
3192,"Who are the authors of ""Conservativeness criteria for generalized Dirichlet forms""?
These people are authors: Minjung Gim and Gerald Trutnau",1
3193,"Who are the authors of ""Conservativeness criteria for generalized Dirichlet forms""?
These people are not authors: Minjung Gim and Gerald Trutnau",0
3194,"Who are the authors of ""Conservativeness criteria for generalized Dirichlet forms""?
These people are not authors: Martin Engelcke, Dushyant Rao, Dominic Zeng Wang, Chi Hay Tong, Ingmar Posner",1
3195,"Who are the authors of ""Conservativeness criteria for generalized Dirichlet forms""?
These people are authors: Martin Engelcke, Dushyant Rao, Dominic Zeng Wang, Chi Hay Tong, Ingmar Posner",0
3196,"Who are the authors of ""A photon-photon quantum gate based on a single atom in an optical resonator""?
These people are authors: Bastian Hacker, Stephan Welte, Gerhard Rempe, Stephan Ritter",1
3197,"Who are the authors of ""A photon-photon quantum gate based on a single atom in an optical resonator""?
These people are not authors: Bastian Hacker, Stephan Welte, Gerhard Rempe, Stephan Ritter",0
3198,"Who are the authors of ""A photon-photon quantum gate based on a single atom in an optical resonator""?
These people are not authors: Abhishek Halder, Xinbo Geng, Fernando A.C.C. Fontes, P.R. Kumar, and Le Xie",1
3199,"Who are the authors of ""A photon-photon quantum gate based on a single atom in an optical resonator""?
These people are authors: Abhishek Halder, Xinbo Geng, Fernando A.C.C. Fontes, P.R. Kumar, and Le Xie",0
3200,"Who are the authors of ""The PASTEL catalogue: 2016 version""?
These people are authors: Caroline Soubiran, Jean-Francois Le Campion, Nathalie Brouillet, and Laurent Chemin",1
3201,"Who are the authors of ""The PASTEL catalogue: 2016 version""?
These people are not authors: Caroline Soubiran, Jean-Francois Le Campion, Nathalie Brouillet, and Laurent Chemin",0
3202,"Who are the authors of ""The PASTEL catalogue: 2016 version""?
These people are not authors: Youichi Yamakawa, Hiroshi Kontani",1
3203,"Who are the authors of ""The PASTEL catalogue: 2016 version""?
These people are authors: Youichi Yamakawa, Hiroshi Kontani",0
